1. Âge :,2. Genre :,3. Dans quelle région êtes-vous basé(e) ?,4. Profession : ,5. A quel type d'établissement appartenez-vous ?,6. Niveau déducation  :,7. Votre moyenne l'année précédente :,1. Avez-vous déjà entendu parler de l'intelligence artificielle (IA) ?,2. Comment évalueriez-vous votre niveau de connaissance de l'IA ?,3. Avez-vous suivi une formation ou un cours sur l'IA ?,"1. Êtes-vous satisfait(e) de la qualité de l’enseignement dans votre établissement (lycée, collège ou faculté) ?     ",2. À quel niveau l’IA est-elle utilisée dans votre environnement éducatif ?,"3. Sur une échelle de 1 à 5, pensez-vous que l’IA améliore la qualité de l’éducation?",4. Quels outils d’IA utilisez-vous pour préparer vos cours ou évaluer les élèves ?(Pour Enseignant),5. Comment percevez-vous l’impact de l’IA sur la méthode d’enseignement ? ,"1. Quels avantages voyez-vous dans l’utilisation de l’IA dans l’éducation ?",2. Avez-vous déjà utilisé un outil d’IA pour compléter un projet académique?,"3. Quels risques pensez-vous que l’IA peut apporter dans l’éducation ?",4.  Avez-vous déjà utilisé un outil d’IA pour obtenir des réponses pendant un examen?
18-25 ans,Féminin,Ben Arous,Étudiant(e),Public,Universitaire (Master),10.17,Oui,Connaissance de base,Non,Non,Utilisée pour certaines tâches,3.73596341306775,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Ben Arous,Étudiant(e),Public,Universitaire (Licence),12:56,Oui,Connaissance intermédiaire,Non,Moyennement,Utilisée pour certaines tâches,4.04091906827877,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Universitaire (Licence),10.42,Non,Connaissance de base,Non,Non,Très peu ou pas utilisée,2.20942381167463,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Automatisation des tâches répétitives pour les enseignants,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Oui
Plus de 45 ans,Masculin,Mahdia,Chercheur(se),Public,Universitaire (Master),11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,4.67196794390864,Génération de contenu pédagogique (ex: ChatGPT),Négatif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Nabeul,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance intermédiaire,Oui,Moyennement,Utilisée pour certaines tâches,4.20763556691661,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Oui
Plus de 45 ans,Masculin,Tunis,Adminitratif(ve),Public,Universitaire (Licence),11,Oui,Aucune connaissance,Non,Non,Utilisée pour certaines tâches,3.14262619436562,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Remplacement partiel des enseignants.,Non
36-45 ans,Masculin,Arianna,Enseignant(e),Public,Universitaire (Master),11,Oui,Connaissance de base,Oui ,Non,Très peu ou pas utilisée,5.95403072669704,Génération de contenu pédagogique (ex: ChatGPT),Positif,Automatisation des tâches répétitives pour les enseignants,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Tunis ,Étudiant(e),Privé,Universitaire (Licence),10.26,Oui,Connaissance de base,Oui,Non,Très peu ou pas utilisée,3.26543551167645,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Gafsa,Étudiant(e),Public,Ingénieurie,14.89,Oui,Connaissance intermédiaire,Oui,Moyennement,Utilisée pour certaines tâches,3.20935158095018,"Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Non,Perte de créativité chez les élèves.,Oui
18-25 ans,Féminin,Mhadia,Étudiant(e),Public,Ingénieurie,10,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,1.83477299974405,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT)",Neutre,Meilleure gestion administrative,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Oui
18-25 ans,Féminin, Nord ouest de la Tunis ,Étudiant(e),Public,Ingénieurie,12,Oui,Connaissance avancée,Oui,Moyennement,Utilisée pour certaines tâches,3.70124583726311,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
12-18 ans,Féminin,Nabeul ,Élève,Public,Secondaire,13.5,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,2.21031231724398,Génération de contenu pédagogique (ex: ChatGPT),Négatif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Remplacement partiel des enseignants.",Oui
36-45 ans,Féminin,Arianna,Enseignant(e),Public,Universitaire (Master),11,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,3.16543577221831,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
Plus de 45 ans,Féminin,Arianna,Adminitratif(ve),Public,Secondaire,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.00573126947735,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
18-25 ans,Masculin,Bizerte ,Étudiant(e),Public,Ingénieurie,11.75,Oui,Connaissance de base,Non,Oui,Utilisée pour certaines tâches,0.485270523957676,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
Plus de 45 ans,Féminin,Arianna,Adminitratif(ve),Public,Secondaire,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,4.94275477482758,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
36-45 ans,Féminin,Arianna,Enseignant(e),Public,Universitaire (Master),11,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,4.12768559311407,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Universitaire (Master),13.14,Oui,Connaissance intermédiaire,Oui,Non,Utilisée pour certaines tâches,3.13279475011438,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Accès à des ressources éducatives innovantes,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
18-25 ans,Féminin,Monastir ,Étudiant(e),Public,Ingénieurie,10,Oui,Connaissance intermédiaire,Oui,Non,Fortement intégrée dans les programmes,4.872482838447,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Oui
18-25 ans,Masculin,Kairouan,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,2.12851478215202,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
18-25 ans,Féminin,Manouba ,Étudiant(e),Public,Universitaire (Licence),11,Oui,Connaissance intermédiaire,Non,Moyennement,Très peu ou pas utilisée,1.04501306253643,Autre,Négatif,Accès à des ressources éducatives innovantes,Non,"Perte de créativité chez les élèves., Remplacement partiel des enseignants.",Oui
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,17.58,Oui,Connaissance intermédiaire,Non,Moyennement,Utilisée pour certaines tâches,3.2564376232012,Génération de contenu pédagogique (ex: ChatGPT),Positif,Automatisation des tâches répétitives pour les enseignants,Oui,Dépendance à la technologie.,Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,7,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.70233230378728,Correction automatique.,Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Oui
18-25 ans,Féminin,Mahdia,Étudiant(e),Public,Autre,12:08,Oui,Connaissance de base,Oui,Oui,Utilisée pour certaines tâches,3.25902527256788,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Bac,16.47,Non,Aucune connaissance,Non,Moyennement,Très peu ou pas utilisée,3.35217285963927,Correction automatique.,Positif,Meilleure gestion administrative,Non,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
Plus de 45 ans,Masculin,Gafsa,Enseignant(e),Public,Universitaire (Licence),11,Oui,Aucune connaissance,Non,Moyennement,Très peu ou pas utilisée,0.38919105804259,Autre,Positif,Automatisation des tâches répétitives pour les enseignants,Non,Remplacement partiel des enseignants.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Ingénieurie,14,Oui,Connaissance intermédiaire,Oui,Moyennement,Très peu ou pas utilisée,3.92827821200351,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,11,Oui,Connaissance de base,Non,Non,Utilisée pour certaines tâches,2.16428275237972,Correction automatique.,Neutre,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
12-18 ans,Féminin,Nabeul ,Élève,Public,Secondaire,16.86,Oui,Connaissance de base,Non,Moyennement,Utilisée pour certaines tâches,4.61664896236906,Génération de contenu pédagogique (ex: ChatGPT),Positif,Automatisation des tâches répétitives pour les enseignants,Non,Perte de créativité chez les élèves.,Non
36-45 ans,Masculin,Arianna,Enseignant(e),Public,Universitaire (Master),11,Oui,Connaissance de base,Oui ,Non,Très peu ou pas utilisée,4.85584263844868,Génération de contenu pédagogique (ex: ChatGPT),Positif,Automatisation des tâches répétitives pour les enseignants,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Bizerte ,Étudiant(e),Public,Ingénieurie,11.75,Oui,Connaissance de base,Non,Oui,Utilisée pour certaines tâches,1.28062454744945,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
12-18 ans,Masculin,Nabeul,Étudiant(e),Public,Secondaire,12,Oui,Aucune connaissance,Non,Non,Très peu ou pas utilisée,2.74792077977484,Correction automatique.,Positif,Automatisation des tâches répétitives pour les enseignants,Oui,Dépendance à la technologie.,Non
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Ingénieurie,13.37,Oui,Connaissance avancée,Oui,Non,Fortement intégrée dans les programmes,5.07621710813532,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Oui,Dépendance à la technologie.,Oui
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,13,Oui,Connaissance de base,Oui,Moyennement,Fortement intégrée dans les programmes,4.53336479133958,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Universitaire (Licence),12,Oui,Connaissance avancée,Oui,Oui,Fortement intégrée dans les programmes,5.47355423825412,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
18-25 ans,Féminin,Mahdia,Étudiant(e),Public,Autre,12:08,Oui,Connaissance de base,Oui,Oui,Utilisée pour certaines tâches,4.15711148977146,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Grand Tunis ,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Non,Très peu ou pas utilisée,3.47647643182315,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
Plus de 45 ans,Féminin,Tunis,Adminitratif(ve),Public,Universitaire (Licence),11,Oui,Aucune connaissance,Non,Non,Très peu ou pas utilisée,2.05693911323499,Génération de contenu pédagogique (ex: ChatGPT),Positif,Accès à des ressources éducatives innovantes,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Tunis ,Étudiant(e),Public,Ingénieurie,13.5,Oui,Connaissance avancée,Oui,Moyennement,Utilisée pour certaines tâches,2.0148904701898,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
18-25 ans,Féminin,Bizerte ,Étudiant(e),Public,Ingénieurie,11.45,Oui,Connaissance intermédiaire,Non,Moyennement,Très peu ou pas utilisée,4.75464740591614,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT)",Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,Dépendance à la technologie.,Oui
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,11,Oui,Connaissance de base,Non,Non,Utilisée pour certaines tâches,2.53828734434859,Correction automatique.,Neutre,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
Plus de 45 ans,Féminin,Arianna,Adminitratif(ve),Public,Secondaire,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.49495228582141,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Grand Tunis ,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Non,Très peu ou pas utilisée,3.08740680211296,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
18-25 ans,Féminin,Jendouba ,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,2.91138507949078,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
36-45 ans,Féminin,Arianna,Enseignant(e),Public,Universitaire (Master),11,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,3.4084227641431,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
26-35 ans,Féminin,Arianna,Adminitratif(ve),Public,Universitaire (Licence),11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,4.48676677268638,Génération de contenu pédagogique (ex: ChatGPT),Positif,Accès à des ressources éducatives innovantes,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Nabeul,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.29972866011697,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Non,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
18-25 ans,Féminin,Nabeul,Étudiant(e),Public,Ingénieurie,11.85,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,3.78020444454402,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Oui
26-35 ans,Féminin,Arianna,Adminitratif(ve),Public,Universitaire (Licence),11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,5.30972050861758,Génération de contenu pédagogique (ex: ChatGPT),Positif,Accès à des ressources éducatives innovantes,Non,Perte de créativité chez les élèves.,Non
Plus de 45 ans,Masculin,Mahdia,Chercheur(se),Public,Universitaire (Master),11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.33855182392329,Génération de contenu pédagogique (ex: ChatGPT),Négatif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
12-18 ans,Masculin,Tunis,Élève,Public,Secondaire,15,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,1.06871022377332,Génération de contenu pédagogique (ex: ChatGPT),Neutre,"Automatisation des tâches répétitives pour les enseignants, Meilleure gestion administrative",Oui,Dépendance à la technologie.,Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,13,Oui,Connaissance de base,Oui,Moyennement,Fortement intégrée dans les programmes,3.24137989277046,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,7,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,4.0457868614681,Correction automatique.,Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Oui
12-18 ans,Féminin,Tunis,Élève,Public,Secondaire,14.92,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,4.68303184184461,"Correction automatique., Autre",Positif,Amélioration de l’apprentissage personnalisé.,Oui,Remplacement partiel des enseignants.,Non
12-18 ans,Masculin,Nabeul,Étudiant(e),Public,Secondaire,12,Oui,Aucune connaissance,Non,Non,Très peu ou pas utilisée,2.5476123937744,Correction automatique.,Positif,Automatisation des tâches répétitives pour les enseignants,Oui,Dépendance à la technologie.,Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,11,Oui,Connaissance de base,Non,Non,Utilisée pour certaines tâches,3.35744575903187,Correction automatique.,Neutre,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin, Nord ouest de la Tunis ,Étudiant(e),Public,Ingénieurie,12,Oui,Connaissance avancée,Oui,Moyennement,Utilisée pour certaines tâches,2.91718090711621,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
Plus de 45 ans,Féminin,Tunis,Enseignant(e),Public,Secondaire,11,Oui,Aucune connaissance,Non,Non,Très peu ou pas utilisée,2.57949000903649,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Accès à des ressources éducatives innovantes,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Kairouan,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.27329402535353,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,14.03,Oui,Connaissance de base,Oui,Moyennement,Très peu ou pas utilisée,3.76123946910983,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Non,Dépendance à la technologie.,Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,17.58,Oui,Connaissance intermédiaire,Non,Moyennement,Utilisée pour certaines tâches,4.27958167296898,Génération de contenu pédagogique (ex: ChatGPT),Positif,Automatisation des tâches répétitives pour les enseignants,Oui,Dépendance à la technologie.,Non
18-25 ans,Masculin,Nabeul,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,4.15133965176068,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Non,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
18-25 ans,Féminin,Tunis ,Étudiant(e),Public,Ingénieurie,14.2,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.75053757015481,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Here,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance intermédiaire,Oui,Non,Très peu ou pas utilisée,2.68822910049089,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
36-45 ans,Féminin,Tunis,Enseignant(e),Public,Universitaire (Licence),11,Oui,Connaissance de base,Non,Oui,Très peu ou pas utilisée,3.13858514029074,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Universitaire (Licence),13.22,Oui,Connaissance intermédiaire,Non,Moyennement,Fortement intégrée dans les programmes,5.94882027486824,"Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Remplacement partiel des enseignants.",Oui
18-25 ans,Féminin,Grand Tunis ,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Non,Très peu ou pas utilisée,2.19411587078727,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
36-45 ans,Féminin,Arianna,Enseignant(e),Public,Universitaire (Master),11,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,4.27436320087115,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Kairouan,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,2.02967577440241,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
Plus de 45 ans,Masculin,Tunis,Adminitratif(ve),Public,Universitaire (Licence),11,Non,Aucune connaissance,Oui ,Moyennement,Très peu ou pas utilisée,2.96800615226437,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
36-45 ans,Féminin,Tunis,Enseignant(e),Public,Universitaire (Licence),11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,2.89110670507722,Autre,Positif,Accès à des ressources éducatives innovantes,Non,Perte de créativité chez les élèves.,Non
26-35 ans,Féminin,Arianna,Enseignant(e),Public,Universitaire (Licence),11,Oui,Aucune connaissance,Non,Non,Très peu ou pas utilisée,3.21533801790262,Autre,Positif,Amélioration de l’apprentissage personnalisé.,Non,Remplacement partiel des enseignants.,Non
18-25 ans,Masculin,Kairouan,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.49727442281067,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
18-25 ans,Masculin,Here,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance intermédiaire,Oui,Non,Très peu ou pas utilisée,3.2083086116782,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Bizerte/monastir ,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.73000701827777,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Universitaire (Licence),15.07,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,2.16140091889784,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Accès à des ressources éducatives innovantes,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Universitaire (Licence),12.8,Oui,Connaissance de base,Non,Non,Utilisée pour certaines tâches,3.25921411117549,Correction automatique.,Positif,Accès à des ressources éducatives innovantes,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Ben Arous,Étudiant(e),Public,Universitaire (Master),10.17,Oui,Connaissance de base,Non,Non,Utilisée pour certaines tâches,4.93254355705294,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
12-18 ans,Masculin,Nabeul ,Élève,Public,Secondaire,11,Oui,Aucune connaissance,Oui,Moyennement,Fortement intégrée dans les programmes,5.63293161131695,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Nabeul,Étudiant(e),Public,Universitaire (Master),14,Oui,Connaissance intermédiaire,Oui,Non,Fortement intégrée dans les programmes,4.53992799854207,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Oui,Perte de créativité chez les élèves.,Non
12-18 ans,Féminin,Nabeul ,Élève,Public,Secondaire,12,Oui,Aucune connaissance,Non,Oui,Très peu ou pas utilisée,4.81837911858874,Génération de contenu pédagogique (ex: ChatGPT),Positif,Accès à des ressources éducatives innovantes,Oui,Perte de créativité chez les élèves.,Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,16,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,4.26303870301878,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Oui
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,16,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,4.26509025505104,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Oui
